Age,MaritalStatus,Gender,AnnualIncome,TotalChildren,ChildrenAtHomeCount,EducationLevel,WorkClass,HomeOwnership,CarsOwned,StateProvinceCode,PostalCode,SnowBlowerBuyer
53,S,F,26000,0,0,High School,Skilled Labor,1,2,SD,57387,0
48,M,F,23000,2,0,High School,Skilled Labor,1,2,SD,57388,1
52,S,F,76000,0,0,Some College,Skilled Labor,0,2,SD,57388,1
33,M,F,74000,0,0,Some College,Skilled Labor,1,2,SD,57389,1
42,S,F,89000,2,0,Some High School,Skilled Labor,0,2,SD,57389,0
53,M,M,48000,4,3,High School,Skilled Labor,1,3,SD,57389,0
49,M,M,62000,1,1,Graduate Degree,Skilled Labor,1,0,SD,57390,0
45,S,M,27000,0,0,Some College,Skilled Labor,1,1,SD,57391,0
37,M,F,34000,0,0,High School,Skilled Labor,1,2,SD,57392,0
44,M,F,77000,4,0,Graduate Degree,Skilled Labor,1,0,SD,57392,0
46,S,M,56000,1,0,Graduate Degree,Skilled Labor,1,0,SD,57392,0
52,M,M,72000,4,2,Bachelors,Skilled Labor,1,2,SD,57392,1
46,M,M,85000,3,3,Bachelors,Skilled Labor,1,2,SD,57393,0
49,M,F,40000,4,3,High School,Skilled Labor,1,2,SD,57394,0
51,M,M,53000,1,0,Graduate Degree,Skilled Labor,1,0,SD,57396,0
32,S,F,46000,0,0,High School,Skilled Labor,1,2,SD,57397,0
54,M,M,60000,1,0,Some College,Skilled Labor,1,1,SD,57398,1
56,M,M,92000,2,0,Some High School,Skilled Labor,1,2,SD,57398,0
47,M,F,48000,1,0,Graduate Degree,Skilled Labor,1,0,SD,57399,1
49,M,M,47000,3,3,Bachelors,Skilled Labor,1,2,SD,57399,0
53,S,M,57000,0,0,High School,Skilled Labor,0,2,SD,57399,1
39,S,F,29000,0,0,High School,Skilled Labor,0,2,SD,57400,0
32,S,M,73000,0,0,Some College,Skilled Labor,1,2,SD,57401,0
68,S,M,66000,4,0,Graduate Degree,Skilled Labor,0,0,SD,57401,1
54,M,M,66000,0,0,Graduate Degree,Skilled Labor,1,0,SD,57402,1
52,S,F,44000,3,3,Bachelors,Skilled Labor,1,2,SD,57403,1
52,S,M,77000,2,2,Bachelors,Skilled Labor,0,1,SD,57403,1
54,S,F,49000,2,2,Bachelors,Skilled Labor,1,0,SD,57403,1
55,M,F,40000,1,1,Bachelors,Skilled Labor,1,1,SD,57403,1
30,S,F,45000,0,0,Some College,Skilled Labor,0,1,SD,57404,1
41,M,M,41000,1,1,Bachelors,Skilled Labor,1,1,SD,57404,1
46,M,M,77000,1,0,Some College,Skilled Labor,0,1,SD,57405,1
58,S,F,60000,2,1,Some High School,Skilled Labor,1,2,SD,57405,0
37,S,M,55000,0,0,High School,Skilled Labor,1,2,SD,57406,0
47,M,F,64000,4,2,Bachelors,Skilled Labor,1,2,SD,57406,1
42,M,M,71000,0,0,Some College,Skilled Labor,1,2,SD,57407,0
33,M,F,54000,1,0,Graduate Degree,Skilled Labor,1,0,SD,57408,0
51,M,F,44000,3,3,Bachelors,Skilled Labor,1,2,SD,57408,0
54,M,F,68000,1,0,Graduate Degree,Skilled Labor,1,0,SD,57408,0
50,S,F,69000,2,0,Some High School,Skilled Labor,1,2,SD,57409,1
40,M,M,41000,1,0,Graduate Degree,Skilled Labor,1,0,SD,57410,0
40,M,M,40000,1,0,Graduate Degree,Skilled Labor,1,0,SD,57410,1
37,M,F,60000,0,0,Some College,Skilled Labor,0,2,SD,57411,1
34,S,F,57000,0,0,Some College,Skilled Labor,1,1,SD,57412,0
30,M,M,22000,0,0,High School,Skilled Labor,1,2,SD,57413,0
30,S,F,55000,0,0,Some College,Skilled Labor,0,1,SD,57413,0
38,S,F,61000,0,0,Some College,Skilled Labor,0,2,SD,57413,1
52,S,F,56000,1,0,Graduate Degree,Skilled Labor,1,0,SD,57413,1
31,M,F,67000,0,0,Some College,Skilled Labor,1,2,SD,57414,0
33,M,F,29000,0,0,High School,Skilled Labor,1,2,SD,57414,0
38,S,F,44000,0,0,High School,Skilled Labor,0,1,SD,57414,1
67,M,M,69000,2,0,Some High School,Skilled Labor,0,2,SD,57414,1
46,S,F,80000,0,0,Graduate Degree,Skilled Labor,0,0,SD,57416,0
45,M,F,52000,4,2,High School,Skilled Labor,1,2,SD,57417,0
56,S,M,67000,2,0,Some High School,Skilled Labor,1,2,SD,57417,0
52,M,F,47000,4,2,High School,Skilled Labor,1,2,SD,57418,1
48,M,F,62000,1,0,Some College,Skilled Labor,1,1,SD,57419,0
55,S,M,56000,0,0,Some College,Skilled Labor,0,1,SD,57420,0
56,S,F,29000,2,0,High School,Skilled Labor,0,2,SD,57420,0
61,M,M,26000,2,0,High School,Skilled Labor,0,2,SD,57420,0
29,M,M,57000,1,1,Bachelors,Skilled Labor,1,0,SD,57421,1
34,S,M,22000,0,0,High School,Skilled Labor,0,2,SD,57421,0
42,M,F,60000,0,0,Some College,Skilled Labor,0,2,SD,57421,0
51,M,F,73000,1,0,Some College,Skilled Labor,1,1,SD,57421,1
28,M,M,69000,0,0,Some College,Skilled Labor,1,1,SD,57422,1
43,S,F,57000,2,2,Bachelors,Skilled Labor,1,0,SD,57422,1
41,M,M,55000,1,0,Graduate Degree,Skilled Labor,1,0,SD,57423,1
44,S,F,80000,5,0,Graduate Degree,Skilled Labor,1,0,SD,57423,1
56,S,F,89000,2,0,Some High School,Skilled Labor,1,2,SD,57423,1
69,M,M,27000,5,0,Some High School,Skilled Labor,1,3,SD,57423,1
51,M,M,71000,1,0,Some College,Skilled Labor,1,1,SD,57424,1
52,S,M,76000,3,0,Some High School,Skilled Labor,1,2,SD,57427,1
44,S,F,64000,4,4,Bachelors,Skilled Labor,0,3,SD,57428,1
53,S,M,63000,3,3,Bachelors,Skilled Labor,1,0,SD,57428,1
32,S,M,75000,0,0,Some College,Skilled Labor,0,2,SD,57429,0
35,S,F,46000,0,0,High School,Skilled Labor,0,2,SD,57429,0
59,S,M,69000,2,0,Some High School,Skilled Labor,1,2,SD,57429,1
69,M,M,74000,4,0,Graduate Degree,Skilled Labor,0,0,SD,57429,0
47,S,M,71000,2,2,Bachelors,Skilled Labor,0,0,SD,57430,1
48,S,F,63000,2,2,Bachelors,Skilled Labor,1,1,SD,57430,1
60,M,F,27000,2,0,High School,Skilled Labor,1,2,SD,57430,1
61,M,M,21000,1,0,Bachelors,Skilled Labor,1,1,SD,57430,1
32,M,M,54000,1,0,Graduate Degree,Skilled Labor,1,0,SD,57431,0
33,M,M,70000,0,0,Some College,Skilled Labor,1,2,SD,57431,1
48,M,F,65000,1,0,Some College,Skilled Labor,1,1,SD,57431,1
40,S,F,44000,3,3,Bachelors,Skilled Labor,0,2,SD,57433,0
42,S,F,28000,2,0,High School,Skilled Labor,1,2,SD,57433,0
44,S,M,92000,2,0,Some High School,Skilled Labor,0,2,SD,57433,0
50,M,F,65000,1,1,Graduate Degree,Skilled Labor,1,0,SD,57434,1
53,S,F,77000,4,2,Bachelors,Skilled Labor,0,2,SD,57436,1
55,S,F,52000,0,0,High School,Skilled Labor,0,2,SD,57436,1
47,M,M,41000,3,3,Bachelors,Skilled Labor,1,3,SD,57438,0
42,M,M,40000,3,3,Bachelors,Skilled Labor,1,2,SD,57439,0
45,M,M,40000,1,0,Graduate Degree,Skilled Labor,0,0,SD,57439,0
49,M,M,75000,3,3,Bachelors,Skilled Labor,1,0,SD,57439,0
66,S,F,85000,5,0,Graduate Degree,Skilled Labor,1,0,SD,57439,0
70,S,F,25000,2,0,High School,Skilled Labor,1,2,SD,57439,1
29,M,M,63000,0,0,Some College,Skilled Labor,1,2,SD,57440,0
32,M,F,72000,1,1,Graduate Degree,Skilled Labor,1,0,SD,57440,0
38,M,M,69000,0,0,Some College,Skilled Labor,1,2,SD,57440,0
46,S,F,80000,2,0,Some High School,Skilled Labor,0,2,SD,57440,0
50,M,M,75000,1,0,Some College,Skilled Labor,1,1,SD,57440,1
64,S,F,23000,2,0,High School,Skilled Labor,0,2,SD,57440,1
33,S,F,70000,0,0,Some College,Skilled Labor,1,1,SD,57441,1
31,M,M,69000,0,0,Some College,Skilled Labor,1,2,SD,57442,1
42,M,F,71000,1,0,Some College,Skilled Labor,1,1,SD,57442,1
49,M,F,88000,3,3,Bachelors,Skilled Labor,1,1,SD,57442,0
28,S,M,73000,0,0,Some College,Skilled Labor,0,2,SD,57443,1
55,S,F,67000,2,2,Bachelors,Skilled Labor,1,1,SD,57443,0
50,M,F,77000,1,0,Some College,Skilled Labor,1,1,SD,57444,1
33,S,F,49000,0,0,Graduate Degree,Skilled Labor,1,0,SD,57445,0
38,M,F,46000,0,0,Some College,Skilled Labor,1,1,SD,57445,0
58,M,M,25000,1,0,Bachelors,Skilled Labor,1,1,SD,57445,0
28,S,M,23000,0,0,Some College,Skilled Labor,0,2,SD,57447,1
39,M,M,67000,0,0,Some College,Skilled Labor,1,2,SD,57447,1
28,S,M,42000,0,0,Some College,Skilled Labor,1,2,SD,57448,0
32,M,F,45000,1,1,Bachelors,Skilled Labor,1,1,SD,57448,0
47,M,M,73000,4,0,Graduate Degree,Skilled Labor,1,0,SD,57448,0
46,S,F,40000,0,0,Graduate Degree,Skilled Labor,1,0,SD,57449,1
53,M,M,71000,1,1,Graduate Degree,Skilled Labor,1,0,SD,57450,0
53,S,F,46000,0,0,Some College,Skilled Labor,0,1,SD,57450,0
48,M,M,68000,0,0,Graduate Degree,Skilled Labor,1,0,SD,57451,1
52,M,F,74000,2,2,Bachelors,Skilled Labor,1,0,SD,57451,1
38,M,M,67000,0,0,Some College,Skilled Labor,1,2,SD,57452,0
33,S,M,33000,0,0,High School,Skilled Labor,0,2,SD,57453,0
44,S,M,51000,0,0,High School,Skilled Labor,0,2,SD,57453,0
38,S,M,41000,0,0,High School,Skilled Labor,1,2,SD,57454,1
49,M,M,68000,4,2,Bachelors,Skilled Labor,1,2,SD,57454,1
55,M,F,51000,5,5,High School,Skilled Labor,1,3,SD,57454,0
46,M,F,57000,0,0,Graduate Degree,Skilled Labor,1,0,SD,57455,1
65,S,F,86000,2,0,Some High School,Skilled Labor,0,2,SD,57455,0
35,S,F,21000,0,0,High School,Skilled Labor,1,2,SD,57457,0
34,S,M,34000,0,0,Some College,Skilled Labor,1,1,SD,57458,0
49,S,F,55000,1,0,Graduate Degree,Skilled Labor,1,0,SD,57458,0
68,M,F,72000,2,0,Some High School,Skilled Labor,1,2,SD,57458,0
55,S,M,43000,0,0,Some College,Skilled Labor,0,1,SD,57459,0
43,S,F,62000,2,2,Bachelors,Skilled Labor,1,0,SD,57460,1
46,M,F,55000,1,0,Graduate Degree,Skilled Labor,1,0,SD,57460,0
46,M,F,68000,2,2,Bachelors,Skilled Labor,1,0,SD,57460,1
38,M,M,42000,1,0,Graduate Degree,Skilled Labor,1,0,SD,57461,0
42,M,M,65000,4,4,Bachelors,Skilled Labor,1,3,SD,57461,0
43,S,M,50000,0,0,Some College,Skilled Labor,0,1,SD,57461,0
52,S,F,54000,5,5,Bachelors,Skilled Labor,1,2,SD,57461,0
51,S,F,84000,4,0,Graduate Degree,Skilled Labor,1,0,SD,57463,0
43,S,F,65000,4,0,Graduate Degree,Skilled Labor,1,0,SD,57464,0
51,M,F,51000,1,1,Bachelors,Skilled Labor,1,0,SD,57464,1
31,M,M,52000,0,0,Some College,Skilled Labor,1,1,SD,57465,1
43,M,F,73000,1,0,Some College,Skilled Labor,1,1,SD,57465,1
66,M,M,64000,2,1,Some High School,Skilled Labor,1,3,SD,57465,1
32,M,M,40000,0,0,Some College,Skilled Labor,1,1,SD,57466,0
41,M,M,71000,1,0,Some College,Skilled Labor,1,1,SD,57466,1
44,M,M,54000,1,0,Graduate Degree,Skilled Labor,0,0,SD,57466,1
49,M,F,81000,2,0,Some High School,Skilled Labor,1,2,SD,57466,0
50,S,F,40000,0,0,Some College,Skilled Labor,0,1,SD,57466,0
67,S,F,94000,4,0,Graduate Degree,Skilled Labor,1,0,SD,57466,0
49,M,M,67000,4,2,Bachelors,Skilled Labor,1,2,SD,57467,1
52,M,M,77000,1,0,Some College,Skilled Labor,1,1,SD,57467,1
36,M,M,59000,1,1,Bachelors,Skilled Labor,1,1,SD,57468,0
51,M,F,72000,1,0,Some College,Skilled Labor,1,1,SD,57468,0
28,S,M,74000,0,0,Some College,Skilled Labor,1,2,SD,57470,0
43,M,M,43000,4,3,High School,Skilled Labor,1,3,SD,57470,0
57,M,M,91000,5,0,Graduate Degree,Skilled Labor,0,0,SD,57470,0
29,S,F,69000,0,0,Some College,Skilled Labor,0,1,SD,57471,0
41,M,M,72000,2,0,Some High School,Skilled Labor,0,2,SD,57471,0
53,M,M,77000,1,0,Graduate Degree,Skilled Labor,1,0,SD,57471,0
29,S,M,69000,0,0,Some College,Skilled Labor,1,2,SD,57472,1
32,S,M,55000,0,0,High School,Skilled Labor,1,2,SD,57472,0
41,M,F,69000,2,2,Bachelors,Skilled Labor,1,0,SD,57472,1
70,M,M,32000,2,0,High School,Skilled Labor,0,2,SD,57472,0
28,M,F,40000,0,0,Some College,Skilled Labor,1,1,SD,57473,0
51,S,F,69000,4,2,Bachelors,Skilled Labor,1,2,SD,57473,1
53,M,F,51000,0,0,High School,Skilled Labor,1,2,SD,57473,0
53,S,F,59000,0,0,Some College,Skilled Labor,0,1,SD,57473,0
39,M,M,33000,0,0,High School,Skilled Labor,1,2,SD,57474,0
44,M,M,41000,4,2,High School,Skilled Labor,0,2,SD,57474,1
46,S,M,71000,4,0,Graduate Degree,Skilled Labor,1,0,SD,57475,0
47,M,F,43000,1,0,Graduate Degree,Skilled Labor,1,0,SD,57475,1
41,M,F,75000,1,0,Some College,Skilled Labor,1,1,SD,57476,1
65,M,M,60000,2,0,Some High School,Skilled Labor,1,2,SD,57476,1
29,M,F,67000,1,0,Some College,Skilled Labor,1,1,SD,57477,1
30,S,F,41000,2,2,Bachelors,Skilled Labor,0,0,SD,57478,1
42,S,F,54000,4,3,High School,Skilled Labor,0,4,SD,57478,1
44,M,M,72000,1,0,Some College,Skilled Labor,0,1,SD,57478,0
44,S,F,69000,4,0,Graduate Degree,Skilled Labor,0,0,SD,57478,1
53,M,F,54000,0,0,Graduate Degree,Skilled Labor,1,0,SD,57479,0
70,M,F,30000,2,0,High School,Skilled Labor,1,2,SD,57479,0
30,M,M,26000,0,0,High School,Skilled Labor,0,2,SD,57480,0
40,S,F,63000,4,0,Graduate Degree,Skilled Labor,0,0,SD,57480,0
62,M,F,20000,1,0,Bachelors,Skilled Labor,1,1,SD,57480,0
52,S,F,71000,2,0,Some High School,Skilled Labor,0,2,SD,57481,0
61,S,M,80000,4,0,Graduate Degree,Skilled Labor,1,0,SD,57481,0
36,M,M,29000,0,0,High School,Skilled Labor,1,2,SD,57482,0
48,S,F,64000,4,4,Bachelors,Skilled Labor,1,3,SD,57482,1
48,S,F,45000,1,0,Graduate Degree,Skilled Labor,1,0,SD,57482,1
54,M,M,65000,4,2,Bachelors,Skilled Labor,1,2,SD,57483,1
63,M,F,63000,2,0,Some High School,Skilled Labor,1,2,SD,57483,0
34,M,F,66000,0,0,Some College,Skilled Labor,0,2,SD,57484,1
42,S,M,97000,3,3,Bachelors,Skilled Labor,1,0,SD,57484,0
35,S,M,29000,0,0,High School,Skilled Labor,0,2,SD,57485,0
53,M,F,63000,1,0,Some College,Skilled Labor,1,1,SD,57485,1
39,S,M,59000,0,0,Graduate Degree,Skilled Labor,1,0,SD,57486,1
32,S,F,31000,0,0,High School,Skilled Labor,1,2,SD,57487,0
46,S,M,66000,2,2,Bachelors,Skilled Labor,0,1,SD,57487,1
62,M,M,94000,2,0,Some High School,Skilled Labor,1,2,SD,57487,0
33,M,M,54000,3,2,High School,Skilled Labor,1,2,SD,57488,1
38,S,F,68000,0,0,Some College,Skilled Labor,0,2,SD,57488,1
48,S,F,43000,2,2,Bachelors,Skilled Labor,1,0,SD,57488,0
39,S,M,50000,0,0,High School,Skilled Labor,0,2,SD,57489,1
63,S,M,25000,2,0,High School,Skilled Labor,1,2,SD,57489,0
47,S,M,70000,4,2,Bachelors,Skilled Labor,0,2,SD,57490,1
50,M,M,53000,4,3,High School,Skilled Labor,1,3,SD,57490,0
28,S,M,67000,0,0,Some College,Skilled Labor,0,2,SD,57491,0
44,S,M,74000,4,2,Bachelors,Skilled Labor,1,2,SD,57491,1
43,M,F,64000,1,0,Some College,Skilled Labor,1,1,SD,57492,1
45,M,M,75000,1,0,Some College,Skilled Labor,1,1,SD,57492,1
51,S,F,62000,4,2,Bachelors,Skilled Labor,0,2,SD,57492,1
64,M,M,61000,1,0,Some College,Skilled Labor,1,1,SD,57492,1
46,S,F,53000,4,3,High School,Skilled Labor,1,3,SD,57493,1
53,S,F,71000,2,2,Bachelors,Skilled Labor,1,0,SD,57493,1
60,S,M,60000,2,1,Some High School,Skilled Labor,1,3,SD,57493,1
41,M,M,49000,4,3,High School,Skilled Labor,1,3,SD,57496,0
36,M,M,28000,0,0,High School,Skilled Labor,1,2,SD,57497,0
52,M,F,61000,1,0,Some College,Skilled Labor,1,1,SD,57497,1
48,M,F,60000,0,0,Some College,Skilled Labor,1,2,SD,57500,0
41,S,F,48000,1,0,Graduate Degree,Skilled Labor,1,0,SD,57501,1
60,M,M,65000,2,1,Some High School,Skilled Labor,1,2,SD,57501,0
71,M,F,47000,1,0,Graduate Degree,Skilled Labor,1,0,SD,57501,0
34,M,M,58000,0,0,Some College,Skilled Labor,0,1,SD,57502,0
39,M,M,77000,0,0,Some College,Skilled Labor,0,1,SD,57502,0
48,M,F,61000,0,0,Some College,Skilled Labor,1,2,SD,57502,0
39,M,F,20000,0,0,High School,Skilled Labor,1,2,SD,57503,0
48,M,F,60000,2,2,Bachelors,Skilled Labor,1,1,SD,57503,1
47,S,F,21000,0,0,High School,Skilled Labor,1,2,SD,57504,0
62,M,F,63000,3,0,Some High School,Skilled Labor,1,2,SD,57504,1
66,S,M,70000,2,0,Some High School,Skilled Labor,0,2,SD,57504,0
34,S,F,70000,0,0,Some College,Skilled Labor,0,2,SD,57505,1
41,S,F,29000,0,0,Some College,Skilled Labor,1,1,SD,57505,0
51,M,M,44000,4,4,High School,Skilled Labor,1,3,SD,57505,0
54,M,F,51000,0,0,Graduate Degree,Skilled Labor,1,0,SD,57505,1
45,S,F,85000,3,3,Bachelors,Skilled Labor,1,2,SD,57506,1
55,M,M,62000,5,5,Bachelors,Skilled Labor,0,3,SD,57506,0
52,S,M,57000,2,2,Bachelors,Skilled Labor,1,0,SD,57507,1
55,M,F,68000,1,0,Some College,Skilled Labor,1,1,SD,57507,1
68,M,M,34000,2,0,High School,Skilled Labor,1,2,SD,57507,0
28,M,M,76000,0,0,Some College,Skilled Labor,1,2,SD,57508,0
53,S,M,72000,4,0,Graduate Degree,Skilled Labor,1,0,SD,57508,1
31,S,M,22000,0,0,High School,Skilled Labor,1,2,SD,57509,0
35,S,F,70000,0,0,Some College,Skilled Labor,0,2,SD,57509,1
36,M,M,26000,0,0,Some College,Skilled Labor,0,1,SD,57510,0
38,S,F,60000,0,0,Some College,Skilled Labor,0,2,SD,57510,1
42,S,F,75000,2,2,Bachelors,Skilled Labor,0,1,SD,57510,1
40,S,F,44000,0,0,Graduate Degree,Skilled Labor,1,0,SD,57511,1
57,M,M,28000,2,0,High School,Skilled Labor,1,2,SD,57511,0
32,S,M,52000,0,0,Some College,Skilled Labor,1,1,SD,57512,0
41,M,F,52000,4,4,Bachelors,Skilled Labor,1,1,SD,57512,0
53,S,F,57000,2,2,Bachelors,Skilled Labor,1,0,SD,57512,1
63,S,F,60000,3,0,Some High School,Skilled Labor,0,2,SD,57512,0
35,M,M,28000,0,0,High School,Skilled Labor,1,2,SD,57513,0
70,S,M,21000,2,0,High School,Skilled Labor,1,2,SD,57513,1
47,M,M,40000,1,1,Bachelors,Skilled Labor,1,1,SD,57515,0
40,S,F,23000,0,0,Some College,Skilled Labor,0,1,SD,57516,0
29,S,M,42000,0,0,High School,Skilled Labor,1,1,SD,57517,0
32,M,F,65000,0,0,Some College,Skilled Labor,1,2,SD,57517,1
48,S,M,62000,4,4,Bachelors,Skilled Labor,0,2,SD,57517,0
67,S,M,77000,2,0,Some High School,Skilled Labor,1,2,SD,57517,0
34,S,F,41000,0,0,High School,Skilled Labor,0,2,SD,57518,0
35,S,F,25000,0,0,High School,Skilled Labor,0,2,SD,57519,0
35,M,M,65000,0,0,Some College,Skilled Labor,1,2,SD,57519,1
49,M,M,40000,1,0,Graduate Degree,Skilled Labor,1,0,SD,57520,0
53,M,F,47000,1,1,Bachelors,Skilled Labor,1,0,SD,57520,1
54,S,F,48000,0,0,Some College,Skilled Labor,1,1,SD,57520,0
39,S,M,63000,0,0,Some College,Skilled Labor,0,2,SD,57521,0
39,M,M,65000,0,0,Some College,Skilled Labor,1,2,SD,57521,1
59,S,F,74000,3,1,Some High School,Skilled Labor,0,2,SD,57522,0
37,M,M,51000,0,0,High School,Skilled Labor,1,2,SD,57524,1
48,M,M,65000,1,1,Graduate Degree,Skilled Labor,1,0,SD,57524,1
33,M,F,50000,0,0,Graduate Degree,Skilled Labor,1,0,SD,57525,1
34,M,M,75000,0,0,Some College,Skilled Labor,1,2,SD,57525,0
33,M,M,77000,0,0,Some College,Skilled Labor,1,2,SD,57529,1
38,S,M,59000,0,0,Some College,Skilled Labor,0,1,SD,57529,1
30,S,F,26000,0,0,High School,Skilled Labor,1,2,SD,57530,0
63,M,M,73000,2,0,Some High School,Skilled Labor,1,2,SD,57531,0
74,M,M,93000,5,0,Graduate Degree,Skilled Labor,1,0,SD,57531,1
49,M,F,53000,2,2,Bachelors,Skilled Labor,1,0,SD,57532,1
35,M,M,65000,1,1,Graduate Degree,Skilled Labor,1,0,SD,57533,0
44,M,M,59000,1,0,Graduate Degree,Skilled Labor,1,0,SD,57533,1
49,M,F,57000,3,3,Bachelors,Skilled Labor,1,3,SD,57533,0
41,M,M,71000,5,5,Bachelors,Skilled Labor,1,3,SD,57537,0
47,M,M,77000,1,1,Graduate Degree,Skilled Labor,1,0,SD,57537,1
49,M,M,68000,1,0,Some College,Skilled Labor,1,1,SD,57537,0
53,S,M,75000,4,0,Graduate Degree,Skilled Labor,1,0,SD,57537,0
45,S,F,73000,1,0,Graduate Degree,Skilled Labor,0,0,SD,57538,1
51,M,M,65000,1,1,Graduate Degree,Skilled Labor,1,0,SD,57538,0
28,S,F,75000,0,0,Some College,Skilled Labor,1,2,SD,57539,0
31,S,F,56000,0,0,Some College,Skilled Labor,0,1,SD,57539,0
39,S,F,31000,0,0,Some College,Skilled Labor,1,1,SD,57539,0
46,M,M,66000,1,0,Some College,Skilled Labor,1,1,SD,57540,1
34,S,F,49000,0,0,Some College,Skilled Labor,0,1,SD,57541,0
39,M,F,28000,0,0,High School,Skilled Labor,0,2,SD,57541,0
41,S,F,41000,4,2,Bachelors,Skilled Labor,1,2,SD,57541,0
32,S,M,22000,0,0,High School,Skilled Labor,0,2,SD,57542,0
45,M,F,32000,2,0,High School,Skilled Labor,0,2,SD,57542,0
50,M,M,72000,1,0,Some College,Skilled Labor,1,1,SD,57542,0
59,S,M,26000,2,0,High School,Skilled Labor,1,2,SD,57543,0
32,M,F,70000,0,0,Some College,Skilled Labor,1,2,SD,57544,0
38,M,F,53000,1,0,Graduate Degree,Skilled Labor,1,0,SD,57544,0
48,M,M,42000,1,1,Bachelors,Skilled Labor,1,0,SD,57544,1
30,S,F,56000,0,0,High School,Skilled Labor,1,1,SD,57545,0
32,M,M,59000,1,1,Bachelors,Skilled Labor,1,1,SD,57546,1
52,S,M,43000,4,4,Bachelors,Skilled Labor,0,2,SD,57546,1
33,M,M,70000,0,0,Some College,Skilled Labor,0,2,SD,57547,0
40,S,F,77000,4,2,Bachelors,Skilled Labor,1,2,SD,57547,1
45,M,M,70000,2,0,Some High School,Skilled Labor,0,2,SD,57548,0
52,S,F,47000,0,0,Some College,Skilled Labor,0,1,SD,57548,0
30,S,M,26000,0,0,High School,Skilled Labor,0,2,SD,57549,0
32,S,M,73000,0,0,Some College,Skilled Labor,0,2,SD,57549,0
45,M,F,44000,1,1,Bachelors,Skilled Labor,1,0,SD,57549,1
35,S,F,31000,0,0,High School,Skilled Labor,0,2,SD,57550,0
28,S,F,54000,0,0,Some College,Skilled Labor,0,1,SD,57551,1
51,S,F,71000,4,2,Bachelors,Skilled Labor,0,2,SD,57551,1
52,M,F,57000,4,4,Bachelors,Skilled Labor,1,1,SD,57551,0
42,M,F,46000,0,0,High School,Skilled Labor,1,2,SD,57552,0
51,M,M,44000,0,0,Graduate Degree,Skilled Labor,1,0,SD,57552,1
28,S,M,46000,0,0,High School,Skilled Labor,0,2,SD,57553,0
36,S,M,56000,0,0,High School,Skilled Labor,1,2,SD,57553,0
47,M,F,42000,1,1,Bachelors,Skilled Labor,1,0,SD,57555,0
39,M,M,55000,0,0,Some College,Skilled Labor,1,1,SD,57556,0
42,M,F,29000,2,0,High School,Skilled Labor,1,2,SD,57556,0
31,M,F,46000,0,0,High School,Skilled Labor,1,2,SD,57557,0
45,M,F,73000,1,1,Graduate Degree,Skilled Labor,1,0,SD,57557,1
52,S,F,44000,5,5,High School,Skilled Labor,1,2,SD,57558,0
66,M,M,93000,2,0,Some High School,Skilled Labor,1,2,SD,57558,0
57,S,M,67000,4,0,Graduate Degree,Skilled Labor,0,0,SD,57559,0
34,M,F,25000,0,0,Some College,Skilled Labor,1,2,SD,57561,1
56,M,M,29000,2,0,High School,Skilled Labor,1,2,SD,57561,0
32,S,F,45000,0,0,Some College,Skilled Labor,1,2,SD,57562,0
41,M,F,73000,2,0,Some High School,Skilled Labor,1,2,SD,57562,1
53,M,F,76000,1,0,Some College,Skilled Labor,1,1,SD,57562,1
57,M,F,22000,5,0,Some High School,Skilled Labor,1,4,SD,57562,1
29,M,F,32000,0,0,High School,Skilled Labor,1,2,SD,57563,0
56,M,M,85000,2,0,Some High School,Skilled Labor,1,2,SD,57563,1
69,S,F,63000,2,1,Some High School,Skilled Labor,0,2,SD,57564,1
36,S,F,63000,0,0,Some College,Skilled Labor,0,2,SD,57565,1
47,M,M,21000,1,0,Bachelors,Skilled Labor,1,1,SD,57565,1
33,S,F,44000,0,0,High School,Skilled Labor,1,2,SD,57566,0
33,M,M,74000,0,0,Some College,Skilled Labor,1,2,SD,57566,1
34,M,M,42000,1,0,Graduate Degree,Skilled Labor,1,0,SD,57566,0
36,S,M,42000,0,0,Some College,Skilled Labor,0,1,SD,57566,1
39,M,F,48000,1,1,Bachelors,Skilled Labor,1,0,SD,57566,1
44,S,F,51000,4,3,High School,Skilled Labor,1,3,SD,57567,1
47,M,F,51000,1,1,Bachelors,Skilled Labor,1,1,SD,57568,1
46,S,F,50000,4,2,Bachelors,Skilled Labor,1,2,SD,57569,0
47,S,F,52000,0,0,Some College,Skilled Labor,0,1,SD,57569,0
31,S,F,61000,0,0,Some College,Skilled Labor,1,2,SD,57570,0
47,M,M,93000,4,0,Graduate Degree,Skilled Labor,0,0,SD,57570,0
51,M,M,50000,1,1,Bachelors,Skilled Labor,1,1,SD,57570,0
43,M,M,67000,1,0,Graduate Degree,Skilled Labor,1,0,SD,57572,1
48,S,F,53000,2,2,Bachelors,Skilled Labor,0,0,SD,57572,1
32,S,F,43000,0,0,Some College,Skilled Labor,1,1,SD,57573,0
34,M,M,65000,0,0,Some College,Skilled Labor,0,2,SD,57573,0
45,M,M,48000,1,0,Graduate Degree,Skilled Labor,1,0,SD,57574,1
42,M,F,64000,0,0,Some College,Skilled Labor,1,1,SD,57575,1
37,S,M,55000,0,0,Some College,Skilled Labor,0,1,SD,57577,0
47,M,M,53000,2,2,Bachelors,Skilled Labor,1,0,SD,57577,1
31,M,M,25000,0,0,Some College,Skilled Labor,1,1,SD,57578,1
